Absolute Magnitude,Est Dia in KM(min),Epoch Date Close Approach,Relative Velocity km per sec,Miss Dist.(Astronomical),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Mean Anomaly,Hazardous
23.9,0.04411182,795859200000,10.5995937061,0.3935150166,5,0.110326,4.698,2458000.5,0.2254849824771856,1.408325755715618,8.113962312011777,158.2260557876106,1.090769447365912,28.41222819732559,164.561870327472,0
26.9,0.0110803882,795859200000,22.8246286413,0.4729642584,7,0.00602602,6.938,2458000.5,0.2997332703803507,0.8416315805242635,10.27694002800109,171.1772580572293,0.5893665944383424,218.2204921071237,87.3399513801906,0
21.424,0.1379605689,795859200000,20.3742223265,0.2243809656,6,0.0890355,4.955,2458000.5,0.1478846210086852,1.235912132943166,39.40701510140626,356.5439054824789,1.05313973556283,218.6018120381645,90.33855226043312,0
17.3,0.9216265485,797324400000,22.9603499373,0.086732912,0,0.0591071,3.12,2458000.5,0.7766438887734538,2.26319603381811,9.064507173740576,352.6914107643232,0.5054986650569561,299.7393341963947,191.4543290913346,0
26.5,0.0133215567,797324400000,7.5164621883,0.2360511039,1,0.00576149,6.132,2458000.5,0.01394849751423765,0.988667858326567,4.320908199813253,264.4056022167966,0.9748774271622922,87.81644303895897,58.24402434197092,0
18.8,0.4619074603,797324400000,21.5347344882,0.4674758318,1,0.264451,3.214,2458000.5,0.4445997797497422,2.250574629195569,40.07490632410602,190.8023227140372,1.249969644744861,16.17455002900164,217.6120228280012,0
28.15,0.0062309602,797324400000,13.5922329378,0.3228583667,4,4.42295e-05,5.916,2458000.5,0.1458940283310568,1.033210407631443,3.174319580769291,10.44411032877468,0.8824711791485181,85.73153235954244,224.3796113696917,0
20.8,0.1838886721,797929200000,8.1878859535,0.3826167269,2,0.0497576,5.797,2458000.5,0.2962061287988718,1.052079402640927,7.906473496389842,128.8405407963474,0.7404470355956286,242.293197578416,109.0655767033018,1
25.6,0.0201629919,797929200000,14.0912031607,0.2689702852,7,0.024568,6.797,2458000.5,0.1986104067958223,0.8633230890356343,15.29060134113289,18.63948790340435,0.691858139126041,344.8005314441176,197.2654367936369,0
25.4,0.022108281,797929200000,11.1995010545,0.2328691339,5,0.0053862,6.79,2458000.5,0.177454625327355,0.8693364318543375,1.86779849136472,150.0050896869119,0.7150686610562064,204.9786870571115,114.0409109070574,0
19.4,0.3503926411,798534000000,9.3048655227,0.0362417486,1,0.0215286,5.768,2457800.5,0.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,0.924256148461097,61.17301359257869,301.4816144786948,1
21.0,0.1677084622,798534000000,26.0538805106,0.4006429748,1,0.175606,4.38,2458000.5,0.5458440282992364,1.487152224729361,10.42495328796337,114.7292730820402,0.6753990636889152,354.1692340425912,144.331764664412,0
20.9,0.1756123185,798534000000,19.2686125665,0.4392369614,0,0.0337336,5.148,2458000.5,0.523263108804333,1.182148764701506,23.27720540354022,65.77208245525733,0.5635739270145939,110.1549531441406,164.4894216808606,1
19.4,0.3503926411,798534000000,9.3048655241,0.0362417486,1,0.020437,5.768,2458000.5,0.1290153472152782,1.061191066459368,15.0900047631558,215.4428312993687,0.924281132558361,61.18913869575113,121.790814642756,1
18.9,0.4411182,799916400000,14.3425306846,0.2269234082,0,0.00433054,3.539,2458000.5,0.5324847482604941,2.10401812174821,8.168524524209124,299.0216815675574,0.9836605618535968,332.9520294576553,104.1327876318541,1
24.0,0.0421264611,799916400000,10.8435350851,0.3079150576,3,0.0666464,6.379,2458000.5,0.2473747528584077,0.9352170073812008,7.028450269921951,204.1993482802674,0.7038679313112967,23.65247194162792,247.60414775645,0
21.494,0.1335841639,799916400000,15.6786970401,0.1947745932,5,0.0739088,6.696,2458000.5,0.3838850579102436,0.8740622180160318,10.8683759590036,100.3027572519904,0.5385227928357914,257.1689856660798,38.2553300025332,0
17.4,0.8801465209,800521200000,36.9027872256,0.3090826956,0,0.0508661,3.58,2458000.5,0.5639780444598699,1.723590507735431,53.82827282376167,38.98727038019353,0.7515233037332082,114.9699500537067,325.3972971861633,0
22.1,0.1010543415,800521200000,15.7970850712,0.1834604628,0,0.0549144,5.293,2458000.5,0.1538369907726766,1.157817149428843,31.0424516089619,49.31999676585112,0.9797020432957112,246.8332902517551,267.2300401028926,0
21.6,0.1272198785,800521200000,20.2894533769,0.2034854101,0,0.0812573,5.01,2458000.5,0.4765100329390353,1.253468714046949,5.80092536793395,191.2587796617734,0.6561782958283874,147.9375112842552,281.3684518532314,0
20.5,0.2111324448,800521200000,19.8548506193,0.1496882423,1,0.117551,6.468,2458000.5,0.526542700061064,0.8963389405575244,20.13021458154914,38.78160579508243,0.424378214626492,334.98067422639,27.86736522773487,0
21.0,0.1677084622,800521200000,24.7182552115,0.3425756907,2,0.00215466,4.092,2458000.5,0.5332462604352894,1.653696612656535,7.502275135786705,74.49124208498932,0.7718690780629323,250.7422433155759,153.2259944718528,1
22.2,0.096506147,800521200000,11.3966022742,0.2338387796,1,0.0499383,5.512,2458000.5,0.4988696932157258,1.100327266788939,10.78773208277203,16.98040476322838,0.5514073407690427,125.9795009921141,165.1195034118488,0
20.6,0.2016299194,801126000000,15.4554198905,0.1096739132,7,0.0947896,4.044,2458000.5,0.4908497989594158,1.661650553101948,22.1301664250267,72.21757892144072,0.8460297131710548,100.3153715205702,170.8032501941032,0
24.4,0.0350392641,801126000000,14.6851764215,0.3870564736,0,0.021176,5.17,2458000.5,0.1896829317424602,1.233608012173821,5.565071112894867,215.9032878169585,0.9996136278037018,323.5602403844879,121.6788610599896,0
18.8,0.4619074603,801126000000,19.5361708097,0.346919794,2,0.0613713,3.232,2458000.5,0.591282535960133,2.269587545102286,28.17732240810394,95.203000551295,0.9276200658506738,158.5215330934825,189.5306371002728,0
25.8,0.0183888672,801126000000,4.8238986328,0.4017865719,6,0.00120536,4.769,2458000.5,0.3500664333192877,1.365936091394591,0.6544971567741348,214.1302323153935,0.887767715737998,119.6465718765472,313.2636057069759,0
24.3,0.0366906138,802594800000,11.5082485302,0.0258608669,7,0.0222117,5.054,2458000.5,0.202625295607249,1.253655419096375,20.00369553323626,256.4453282720152,0.9996331192123424,38.56656343615317,285.6728098139616,0
19.6,0.3195618867,802594800000,18.3327339774,0.355113415,0,0.0142281,5.208,2457800.5,0.2348032024240591,1.187057031586828,27.42819291107595,91.3017276853694,0.9083322391102432,58.2930682841533,349.2002761211894,1
26.2,0.0152951935,802594800000,7.9263615697,0.1628003234,6,0.00634687,5.537,2458000.5,0.1197566329200361,1.126601949757105,6.507326870768589,242.5828956419752,0.9916838936130462,318.5163366159038,301.1588142652097,0
20.8,0.1838886721,802594800000,19.6672789686,0.3665254682,1,0.113249,6.447,2458000.5,0.2991539178730141,0.912717016736762,21.03334897898406,87.57392832159935,0.6396741452705902,23.61692199702258,278.3844048313936,0
19.6,0.3195618867,802594800000,18.3327075668,0.3551124243,0,0.014981,5.208,2458000.5,0.2347705612442139,1.18707590311588,27.42934756970816,91.29622833768234,0.9083854271018824,58.30311252249622,141.6139706740252,1
20.616,0.2001497153,802594800000,17.4813559273,0.3236887064,5,0.317486,5.612,2458000.5,0.4054789391223797,1.062613440594973,29.97955176309085,280.3174924693282,0.6317460700053416,202.1321893156033,194.9409036905404,0
17.5,0.8405334021,803199600000,16.1254927357,0.3009671033,0,0.0636542,3.367,2458000.5,0.5484018822965251,2.306718529428724,3.246143241153584,213.2863017826745,1.041709745961739,98.0395632854609,112.3129187151667,0
22.0,0.1058168859,803199600000,13.4752350082,0.0656199111,7,0.0589302,5.364,2458000.5,0.30977234666475,1.150231297936064,20.01862819566331,268.0963340337385,0.7939214495671685,70.135953631271,318.6663283583578,0
23.0,0.0667659413,803199600000,4.3317191588,0.0942749026,5,0.0949569,4.633,2458000.5,0.2318209307064729,1.438387666344343,7.096661497807136,253.4295183007643,1.104939298815686,18.92836310165708,309.8889442894267,0
21.5,0.1332155667,803199600000,16.9382989689,0.30841203,4,0.0738937,3.5,2458000.5,0.5261474187914922,2.161978055705668,4.440911302351275,237.8567752670393,1.024458882212282,78.24190434677628,348.3639762732325,0
16.5,1.332155667,803804400000,13.1145420116,0.046096606,0,0.0436453,7.557,2458000.5,0.3399797159866457,0.7531844336406677,24.9272962782371,272.6928189515696,0.4971170038059509,156.6239373490321,204.1265053446825,1
20.2,0.2424124811,803804400000,11.0655789028,0.4891910301,0,0.0270542,5.556,2458000.5,0.4614920351674892,1.087142228849047,18.2835214315469,246.750955268562,0.5854347491409798,256.0421444347076,310.1782421031937,1
27.1,0.0101054342,803804400000,12.5521761782,0.1217900305,1,0.00108035,6.997,2458000.5,0.3884472788369994,0.830728067890893,5.059664077001305,166.1544806171286,0.5080340104651575,319.7961989090851,338.7787406603182,0
27.2,0.0096506147,803804400000,12.5265347443,0.373472573,7,0.00396247,6.385,2458000.5,0.3601241569688025,0.9297454068141836,0.4952217100602064,323.4926064565487,0.5949216259896094,264.2658160994401,281.3559795432977,0
21.571,0.1289302951,803804400000,12.8353276218,0.3169188022,5,0.119136,4.491,2458000.5,0.294842973658921,1.498548586522003,6.801303325578496,56.16673208709447,1.056712065099482,259.3072848150319,19.03910493734082,0
18.7,0.4836764882,805186800000,24.3634556187,0.4537824533,0,0.00197078,4.054,2458000.5,0.4921266252859243,1.694978563392385,7.83911684920814,326.9024685776038,0.8608344830581066,233.0557394203598,36.11013318463239,1
20.6,0.2016299194,805186800000,8.9531690586,0.1383051498,0,0.0355235,6.454,2456346.5,0.4120948370750944,0.9138520280653584,5.208499321631484,205.2425729545676,0.53725832544902,211.1301076969899,330.2984546084541,1
18.1,0.6376097899,805186800000,15.5946377133,0.3871723975,0,0.243876,3.776,2458000.5,0.3929044048426266,1.90717825097135,19.80151512180682,90.671469731107,1.15783951534465,235.8207925627996,138.6044236764724,0
19.5,0.3346223745,805186800000,31.6077353288,0.4129162592,0,0.00803028,3.594,2458000.5,0.5374951507131843,1.854462055451618,38.50091552904151,124.7942812859417,0.8576976934647692,237.7160546006993,264.9401353771952,1
18.7,0.4836764882,805186800000,32.1814057516,0.2381173175,0,0.22291,5.289,2458000.5,0.790756960368756,1.064507657848714,43.56115448362104,276.4541321668485,0.2227408180390012,160.10543676,18.81210234352095,0
18.7,0.4836764882,805186800000,32.1814058882,0.2381172941,0,0.22291,5.289,2458000.5,0.7907569689137183,1.064507658028576,43.56115504220871,276.4541314999233,0.2227408089804583,160.1054355754493,18.8121029128578,0
20.1,0.2538370294,805791600000,18.5175254845,0.32111022,0,0.14088,4.574,2457600.5,0.2476966426679784,1.376451096446346,37.22407108829239,106.1303161194635,1.035508781059929,244.0632687260298,324.3908879648891,0
20.1,0.2538370294,805791600000,31.1285563305,0.4797684445,1,0.00799405,3.918,2458000.5,0.6073127022277187,1.73386919363144,0.9209450537747632,317.3928578023471,0.6808684083377344,228.7276848309123,265.8872187409405,1
20.2,0.2424124811,805791600000,18.5175194475,0.3211118286,0,0.141147,4.574,2458000.5,0.2476471761427561,1.376501611527481,37.22279206579987,106.1248590326738,1.035614874476747,244.0608253914646,208.5269511313089,0
19.7,0.3051792326,805791600000,26.347867125,0.3719103572,1,0.200346,3.568,2458000.5,0.4364161676008859,1.895561584856526,40.75589995690742,296.3182956877208,1.06830786254198,56.56054080211472,158.0760770160067,0
16.7,1.214940408,806396400000,20.2917992454,0.4068983202,0,0.256265,3.427,2458000.5,0.707411422929393,2.016449150650885,15.95128044364067,168.5299865401225,0.5899899877241765,167.1005289202966,255.4052559846539,0
17.9,0.6991252322,806396400000,15.3422196651,0.4432989827,0,0.0451383,5.169,2458000.5,0.2780787999190192,1.189569735081815,30.1225406141259,292.4757569846702,0.8587756107302781,84.2046886005298,308.879960955237,1
23.7,0.0483676488,806396400000,9.8307494523,0.3266999354,6,0.0752783,6.424,2458000.5,0.222717159391895,0.9253650074475226,13.08284558438967,359.7151698871408,0.7192703415881505,330.5650246556428,325.6108650727421,0
20.3,0.2315021222,806396400000,15.4140722175,0.4815542488,2,0.0449381,7.609,2458000.5,0.2710734108752346,0.7521531361361501,19.1976308267857,358.6587800949906,0.5482644200232192,347.4623459991788,296.4561445080394,1
20.7,0.1925550782,807865200000,14.6993080325,0.29796017,0,0.143015,4.911,2458000.5,0.249441069304206,1.310034736062646,14.97551130247512,119.3113637536016,0.983258270673526,267.3785244832686,217.173539820518,0
17.5,0.8405334021,807865200000,21.255850666,0.305244776,0,0.0197173,3.356,2458000.5,0.5749602982938385,2.237486605660774,16.14284854240449,116.8191316160531,0.9510206394415868,139.3276943771838,226.7028231177015,1
20.3,0.2315021222,807865200000,19.8486346,0.4835802625,0,0.122189,4.593,2458000.5,0.2568069943428223,1.367546504692949,37.36069360524818,118.9617953672091,1.016350997198721,305.8884068834909,221.1766293872037,0
24.1,0.040230458,807865200000,9.509879717,0.0391035086,6,0.00335624,6.997,2458000.5,0.4073193079080165,0.8301293866516695,1.914256662040002,243.0519125356717,0.4920016594066053,213.6346689133144,312.2502959502082,0
22.0,0.1058168859,807865200000,16.0610662796,0.49007135,1,0.013789,6.449,2458000.5,0.5146651431643737,0.9061444567592144,8.805309986974386,211.1157354680615,0.4397834901936297,44.6338158622501,238.5895014705892,1
27.8,0.0073207399,807865200000,20.4844542549,0.4468810567,6,0.00229906,4.988,2458000.5,0.2969169445501015,1.288215731785637,3.648952368735195,177.7237952656623,0.9057226527824724,54.57036918965708,330.3027265993828,0
25.8,0.0183888672,807865200000,19.5349282417,0.3657815359,6,0.0041285,4.906,2458000.5,0.3142290572731071,1.27714625028094,27.79521315206508,334.3526039521191,0.8758297880552768,239.4568280891988,128.0888492709682,0
20.5,0.2111324448,808470000000,13.2016603762,0.4471106486,1,0.154706,6.085,2458000.5,0.5405178023526714,0.968377581781579,11.22419547692227,128.2836974696954,0.4449522594294055,358.5166597457216,266.010279771211,0
21.0,0.1677084622,808470000000,24.3675548124,0.4305940289,2,0.164167,5.751,2458000.5,0.5920637249101245,1.02204832684398,22.48814425873502,64.94457277444644,0.416930587414573,27.71113556351528,75.87228480396955,0
20.5,0.2111324448,808470000000,14.2479431871,0.2004270484,2,0.0640277,6.754,2458000.5,0.247892802415425,0.8692400532428961,14.07363263320681,303.619451429382,0.6537617004727814,241.2457181552933,179.9242659581224,0
26.5,0.0133215567,808470000000,15.4970037958,0.2905427237,7,0.0200872,6.076,2458000.5,0.1944668036041747,0.9928418174587028,12.93289524955619,107.308006136735,0.7997670427329493,105.9025698631637,169.3102929035901,0
19.2,0.3841978911,808470000000,19.8851596295,0.2243627035,2,0.180276,3.715,2458000.5,0.6364788257474345,1.847854685254643,12.09591999913569,242.8083220263312,0.6717343050318725,165.6231304285062,262.1602701720379,0
18.3,0.5815070396,809074800000,3.6316313291,0.2472571042,0,0.120423,4.57,2458000.5,0.275645195703379,1.461599740800429,7.559173999677165,122.4573310894536,1.058716794207486,249.7394136036384,137.6282212657402,0
18.8,0.4619074603,809074800000,10.6702066978,0.4722746294,0,0.236062,4.729,2458000.5,0.1843426617058004,1.373675245828435,21.21089365186563,137.0475226872611,1.120448294693052,101.1889164194012,329.0904802207054,0
24.7,0.0305179233,809074800000,19.6482727113,0.471608977,3,0.0285671,5.865,2458000.5,0.2030510455908618,1.042607694139675,4.22223501558565,146.24487474079,0.8309051117035368,296.9358099718218,192.950326389245,0
24.4,0.0350392641,809074800000,15.8283192329,0.334093393,6,0.00908397,7.176,2458000.5,0.3623412818111571,0.8045111682670718,14.95651571067213,206.1288496349375,0.5130035603257895,327.946014101613,315.9645924472466,0
21.2,0.1529519353,810543600000,12.8466218044,0.4207401538,1,0.138005,5.122,2458000.5,0.1727505558584062,1.220779402862681,25.78403060537174,157.224245276986,1.00988908243766,76.3635728090676,217.4920487687966,0
19.3,0.3669061375,810543600000,20.9869210498,0.4807633153,1,0.0261387,4.943,2457600.5,0.2453492870265468,1.249949556315622,34.84177629327663,149.9465216640271,0.943275323854436,309.2586559908565,275.7103214581483,1
18.2,0.6089126221,810543600000,13.640816033,0.1758123327,4,0.183099,2.929,2458000.5,0.5866239297757432,2.857746915166375,22.63213585239608,342.2124259372509,1.181324189486969,14.0525696730914,204.6427292680379,0
25.0,0.02658,810543600000,1.4444125634,0.1119722051,4,0.0448509,5.397,2458000.5,0.1084151637830949,1.167829548918546,2.294234819308754,7.6341397453128,1.041219117101804,19.27899904590315,101.827874625062,0
19.3,0.3669061375,810543600000,20.9868479851,0.4807602648,0,0.0287566,4.943,2458000.5,0.2453827326983622,1.249866955593947,34.8408230892633,149.9422270457515,0.943171186520922,309.2546882817978,197.8474532414083,1
23.0,0.0667659413,810543600000,12.1994444643,0.3438678419,6,0.0896811,4.56,2458000.5,0.311335293033921,1.452642086480584,13.21059097460447,270.8048442942994,1.000383336812745,127.8868226456739,178.021335305533,0
19.9,0.2783267681,810543600000,21.8235957809,0.4392163425,2,0.0703769,3.725,2458000.5,0.6904175453451732,1.810032265391183,4.629447663932813,153.6329593635456,0.5603542317242395,204.50578533573,7.126982341285601,0
19.5,0.3346223745,811148400000,15.5196895769,0.427378053,0,0.229332,5.34,2458000.5,0.5542303362728849,1.122247254074884,24.46689441089036,191.2527124013881,0.5002637810676391,29.44391572625644,256.2265857999162,0
24.8,0.0291443905,811148400000,5.7721969184,0.4039159222,5,0.0378689,5.004,2458000.5,0.1889226522509931,1.292702072996871,0.9766283120282108,45.26691335656935,1.048481368795945,190.6591072492211,88.08560386672828,0
26.692,0.0121942467,811148400000,5.985693748,0.2007966444,3,0.00138825,6.015,2458000.5,0.2640538859757104,1.007138471483015,1.811674081309308,185.8691790850466,0.7411996443722877,100.3230370449916,87.30597168123131,0
21.2,0.1529519353,811753200000,33.0137345686,0.4287923704,0,0.0443814,2.976,2458000.5,0.7429197714072429,2.535083408794546,8.9477678748622,344.1615922444419,0.651719822234608,118.2595343760776,149.7746537414765,1
20.8,0.1838886721,811753200000,12.2330316667,0.2524465764,5,0.214825,3.914,2458000.5,0.3980255376329458,1.777807587614624,22.95160410652685,344.0968673856423,1.070194766746383,64.4472866108216,69.46572316256477,0
25.187,0.024386809,811753200000,20.0603526459,0.3267124603,6,0.0240122,6.825,2458000.5,0.3260357937467516,0.8530614548537201,18.67301195226717,181.707208288901,0.5749328863057288,323.6011374134225,217.8217198282911,0
19.6,0.3195618867,813135600000,24.4364336236,0.4367768964,0,0.22486,6.606,2458000.5,0.4224555943413243,0.8702809086347039,32.22691479429755,29.79498678119862,0.5026258701335222,187.3922816371673,87.25022796535129,0
25.4,0.022108281,813135600000,8.178060535,0.1240226634,6,0.00361704,6.246,2458000.5,0.3968356454760085,0.952890381194718,1.504765649482926,9.7503830776467,0.5747495117054323,127.4900299636265,128.5098086481505,0
